employee_id,filename,timestamp,instruction,blur_score,brightness_score,face_width,face_height
NV002,dataset_inhouse\NV002\NV002_080_20260608_115034_152459.jpg,2026-06-08T11:50:34.152966,Deo kinh/khau trang neu co,152.86,82.37,137,187
NV002,dataset_inhouse\NV002\NV002_081_20260608_115035_221751.jpg,2026-06-08T11:50:35.221751,Deo kinh/khau trang neu co,145.66,92.99,135,182
NV002,dataset_inhouse\NV002\NV002_082_20260608_115036_232453.jpg,2026-06-08T11:50:36.259918,Deo kinh/khau trang neu co,150.67,95.46,136,180
NV002,dataset_inhouse\NV002\NV002_083_20260608_115037_245987.jpg,2026-06-08T11:50:37.245987,Deo kinh/khau trang neu co,141.96,95.15,136,180
NV002,dataset_inhouse\NV002\NV002_084_20260608_115038_286562.jpg,2026-06-08T11:50:38.287588,Deo kinh/khau trang neu co,150.0,95.06,136,180
NV002,dataset_inhouse\NV002\NV002_085_20260608_115039_306283.jpg,2026-06-08T11:50:39.306283,Deo kinh/khau trang neu co,148.9,94.98,135,180
NV002,dataset_inhouse\NV002\NV002_086_20260608_115040_358803.jpg,2026-06-08T11:50:40.385344,Deo kinh/khau trang neu co,146.37,97.36,137,182
NV002,dataset_inhouse\NV002\NV002_087_20260608_115041_415361.jpg,2026-06-08T11:50:41.415867,Deo kinh/khau trang neu co,131.33,97.34,136,180
NV002,dataset_inhouse\NV002\NV002_088_20260608_115042_428808.jpg,2026-06-08T11:50:42.428808,Deo kinh/khau trang neu co,108.72,91.44,135,185
NV002,dataset_inhouse\NV002\NV002_089_20260608_115043_500304.jpg,2026-06-08T11:50:43.500304,Deo kinh/khau trang neu co,187.34,97.84,131,172
NV002,dataset_inhouse\NV002\NV002_090_20260608_115044_551072.jpg,2026-06-08T11:50:44.588681,Deo kinh/khau trang neu co,164.19,56.74,177,130
NV002,dataset_inhouse\NV002\NV002_091_20260608_115045_588073.jpg,2026-06-08T11:50:45.588578,Deo kinh/khau trang neu co,134.61,106.85,130,170
NV002,dataset_inhouse\NV002\NV002_092_20260608_115046_626942.jpg,2026-06-08T11:50:46.626942,Deo kinh/khau trang neu co,145.0,108.26,127,156
NV002,dataset_inhouse\NV002\NV002_093_20260608_115047_664794.jpg,2026-06-08T11:50:47.664794,Deo kinh/khau trang neu co,131.38,97.5,126,161
NV002,dataset_inhouse\NV002\NV002_094_20260608_115048_720146.jpg,2026-06-08T11:50:48.745344,Deo kinh/khau trang neu co,133.12,98.44,129,165
NV002,dataset_inhouse\NV002\NV002_095_20260608_115049_780472.jpg,2026-06-08T11:50:49.780472,Deo kinh/khau trang neu co,145.73,100.17,128,170
NV002,dataset_inhouse\NV002\NV002_096_20260608_115050_829044.jpg,2026-06-08T11:50:50.829044,Deo kinh/khau trang neu co,144.32,97.6,128,173
NV002,dataset_inhouse\NV002\NV002_097_20260608_115051_934846.jpg,2026-06-08T11:50:51.934846,Deo kinh/khau trang neu co,102.08,93.93,132,172
NV002,dataset_inhouse\NV002\NV002_098_20260608_115052_958651.jpg,2026-06-08T11:50:52.963942,Deo kinh/khau trang neu co,124.05,97.96,134,175
NV002,dataset_inhouse\NV002\NV002_099_20260608_115054_033621.jpg,2026-06-08T11:50:54.034126,Deo kinh/khau trang neu co,127.76,98.21,132,177
